CODIGO_UNICO	TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	NOTAS_EM	PRUEBA_LENGUAJE	PRUEBA_MATEMATICAS	PRUEBA_HISTORIA	PRUEBA_CIENCIAS	OTROS	VACANTES_PRIMER_SEMESTRE	VACANTES_SEGUNDO_SEMESTRE	VALOR_MATRICULA	VALOR_ARANCEL	DURACION_SEMESTRES	AREA	ACREDITACION_CARRERA
I100S38C18J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN INDUSTRIA ALIMENTARIA	Diurno	0	0	0	0	0	0	18	0	 243.000 	 1.504.000 	8	Tecnología	No Acreditada
I100S38C261J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN ADMINISTRACION INDUSTRIAL MENCION CALIDAD	Vespertino	0	0	0	0	0	0	0	0	 252.000 	 1.378.000 	8	Tecnología	No Acreditada
I100S38C31J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN REFRIGERACION Y CLIMATIZACION INDUSTRIAL	Diurno	0	0	0	0	0	0	0	0	 254.000 	 1.529.000 	8	Tecnología	No Acreditada
I100S38C31J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN REFRIGERACION Y CLIMATIZACION INDUSTRIAL	Vespertino	0	0	0	0	0	0	0	0	 254.000 	 1.529.000 	8	Tecnología	No Acreditada
I100S38C46J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN PROYECTOS INDUSTRIALES	Vespertino	0	0	0	0	0	0	0	0	 252.000 	 1.378.000 	8	Tecnología	No Acreditada
I100S38C64J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN QUIMICA INDUSTRIAL	Diurno	0	0	0	0	0	0	29	0	 233.000 	 1.437.000 	9	Tecnología	No Acreditada
I100S38C64J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE SANTIAGO SUR	REGIÓN METROPOLITANA	INGENIERIA EN QUIMICA INDUSTRIAL	Vespertino	0	0	0	0	0	0	0	0	 233.000 	 1.437.000 	9	Tecnología	No Acreditada
I100S39C10J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	0	0	0	0	0	0	30	0	 254.000 	 1.429.000 	8	Tecnología	No Acreditada
I100S39C10J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	0	0	0	0	0	0	20	0	 254.000 	 1.429.000 	8	Tecnología	No Acreditada
I100S39C128J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	DISEÑO DE VESTUARIO	Diurno	0	0	0	0	0	0	30	0	 264.000 	 1.818.000 	8	Arte y Arquitectura	No Acreditada
I100S39C148J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	COMUNICACION ESCENICA Y TEATRO	Diurno	0	0	0	0	0	0	0	0	 258.000 	 1.976.000 	8	Arte y Arquitectura	No Acreditada
I100S39C155J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	TRADUCCION E INTERPRETE INGLES-ESPAÑOL	Diurno	0	0	0	0	0	0	0	0	 258.000 	 1.550.000 	8	Humanidades	No Acreditada
I100S39C155J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	TRADUCCION E INTERPRETE INGLES-ESPAÑOL	Vespertino	0	0	0	0	0	0	0	0	 196.000 	 1.460.000 	8	Humanidades	No Acreditada
I100S39C2J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	DISEÑO GRAFICO PROFESIONAL	Diurno	0	0	0	0	0	0	31	0	 264.000 	 1.818.000 	8	Arte y Arquitectura	No Acreditada
I100S39C2J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	DISEÑO GRAFICO PROFESIONAL	Vespertino	0	0	0	0	0	0	0	0	 264.000 	 1.818.000 	8	Arte y Arquitectura	No Acreditada
I100S39C74J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	PUBLICIDAD	Diurno	0	0	0	0	0	0	20	0	 258.000 	 1.534.000 	8	Ciencias Sociales	No Acreditada
I100S39C74J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE PEREZ ROSALES	REGIÓN METROPOLITANA	PUBLICIDAD	Vespertino	0	0	0	0	0	0	0	0	 258.000 	 1.534.000 	8	Ciencias Sociales	No Acreditada
I100S4C10J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	0	0	0	0	0	0	185	0	 223.000 	 1.406.000 	8	Tecnología	No Acreditada
I100S4C10J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	0	0	0	0	0	0	70	0	 223.000 	 1.406.000 	8	Tecnología	No Acreditada
I100S4C144J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	0	0	0	0	0	0	60	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C144J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	0	0	0	0	0	0	85	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C149J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	0	0	0	0	0	0	30	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C149J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	0	0	0	0	0	0	42	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C150J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	0	0	0	0	0	0	60	0	 223.000 	 1.499.000 	8	Administración y Comercio	No Acreditada
I100S4C160J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	60	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C160J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	60	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C168J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	0	0	0	0	0	0	15	0	 222.000 	 1.377.000 	8	Tecnología	No Acreditada
I100S4C168J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Vespertino	0	0	0	0	0	0	15	0	 222.000 	 1.377.000 	8	Tecnología	No Acreditada
I100S4C24J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	SERVICIO SOCIAL	Diurno	0	0	0	0	0	0	0	0	 223.000 	 1.377.000 	8	Ciencias Sociales	No Acreditada
I100S4C81J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	0	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S4C81J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	0	0	 223.000 	 1.418.000 	8	Tecnología	No Acreditada
I100S5C10J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	0	0	0	0	0	0	70	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C10J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	0	0	0	0	0	0	40	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C115J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Vespertino	0	0	0	0	0	0	0	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C126J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MINAS	Diurno	0	0	0	0	0	0	85	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C126J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MINAS	Vespertino	0	0	0	0	0	0	30	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C133J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MINAS MENCION PROCESOS MINEROS	Diurno	0	0	0	0	0	0	0	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C133J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MINAS MENCION PROCESOS MINEROS	Vespertino	0	0	0	0	0	0	0	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C134J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MINAS MENCION METALURGIA EXTRACTIVA	Vespertino	0	0	0	0	0	0	0	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C144J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	0	0	0	0	0	0	25	0	 216.000 	 1.343.000 	8	Tecnología	No Acreditada
I100S5C144J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	0	0	0	0	0	0	25	0	 216.000 	 1.343.000 	8	Tecnología	No Acreditada
I100S5C14J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	CONTADOR AUDITOR	Vespertino	0	0	0	0	0	0	0	0	 216.000 	 1.249.000 	8	Administración y Comercio	No Acreditada
I100S5C160J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	50	0	 216.000 	 1.343.000 	8	Tecnología	No Acreditada
I100S5C160J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	25	0	 216.000 	 1.343.000 	8	Tecnología	No Acreditada
I100S5C167J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN METALURGIA	Diurno	0	0	0	0	0	0	45	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C167J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN METALURGIA	Vespertino	0	0	0	0	0	0	25	0	 216.000 	 1.307.000 	8	Tecnología	No Acreditada
I100S5C176J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	CONSTRUCCION CIVIL	Diurno	0	0	0	0	0	0	0	0	 216.000 	 1.339.000 	8	Tecnología	No Acreditada
I100S5C176J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	CONSTRUCCION CIVIL	Vespertino	0	0	0	0	0	0	0	0	 216.000 	 1.339.000 	8	Tecnología	No Acreditada
I100S5C81J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	0	0	 216.000 	 1.343.000 	8	Tecnología	No Acreditada
I100S5C81J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE CALAMA	II REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	0	0	 216.000 	 1.343.000 	8	Tecnología	No Acreditada
I100S9C10J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	0	0	0	0	0	0	45	0	 202.000 	 1.324.000 	8	Tecnología	No Acreditada
I100S9C10J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	0	0	0	0	0	0	25	0	 202.000 	 1.324.000 	8	Tecnología	No Acreditada
I100S9C115J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.264.000 	8	Tecnología	No Acreditada
I100S9C115J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Vespertino	0	0	0	0	0	0	0	0	 202.000 	 1.264.000 	8	Tecnología	No Acreditada
I100S9C117J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA AGRICOLA MENCION GANADERIA	Diurno	0	0	0	0	0	0	25	0	 202.000 	 1.249.000 	8	Agropecuaria	No Acreditada
I100S9C136J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	ADMINISTRACION HOTELERA INTERNACIONAL	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.238.000 	8	Administración y Comercio	No Acreditada
I100S9C144J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	0	0	0	0	0	0	20	0	 202.000 	 1.351.000 	8	Tecnología	No Acreditada
I100S9C144J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	0	0	0	0	0	0	26	0	 202.000 	 1.351.000 	8	Tecnología	No Acreditada
I100S9C147J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	PSICOPEDAGOGIA	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.311.000 	8	Ciencias Sociales	No Acreditada
I100S9C149J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	0	0	0	0	0	0	32	0	 202.000 	 1.333.000 	8	Tecnología	No Acreditada
I100S9C14J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	CONTADOR AUDITOR	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.171.000 	8	Administración y Comercio	No Acreditada
I100S9C14J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	CONTADOR AUDITOR	Vespertino	0	0	0	0	0	0	0	0	 202.000 	 1.208.000 	8	Administración y Comercio	No Acreditada
I100S9C176J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	CONSTRUCCION CIVIL	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.306.000 	8	Tecnología	No Acreditada
I100S9C176J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	CONSTRUCCION CIVIL	Vespertino	0	0	0	0	0	0	0	0	 202.000 	 1.311.000 	8	Tecnología	No Acreditada
I100S9C180J1V2	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	ADMINISTRACION DE HOTELES Y RESTAURANTES	Diurno	0	0	0	0	0	0	20	0	 202.000 	 1.286.000 	8	Administración y Comercio	No Acreditada
I100S9C24J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	SERVICIO SOCIAL	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.137.000 	8	Ciencias Sociales	No Acreditada
I100S9C81J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE VALDIVIA	XIV REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.333.000 	8	Tecnología	No Acreditada
I101S1C107J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO NIVEL SUPERIOR EN EDUCACION EXTRA ESCOLAR EN DEPORTE Y RECREACION	Diurno	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Educación	No Acreditada
I101S1C107J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO NIVEL SUPERIOR EN EDUCACION EXTRA ESCOLAR EN DEPORTE Y RECREACION	Vespertino	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Educación	No Acreditada
I101S1C109J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO NIVEL SUPERIOR EN EDUCACION SOCIAL	Diurno	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Ciencias Sociales	No Acreditada
I101S1C109J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO NIVEL SUPERIOR EN EDUCACION SOCIAL	Vespertino	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Ciencias Sociales	No Acreditada
I101S1C124J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL	Diurno	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Ciencias Sociales	No Acreditada
I101S1C124J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL	Vespertino	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Ciencias Sociales	No Acreditada
I101S1C126J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN EDUCACION DE PARVULOS	Diurno	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Educación	No Acreditada
I101S1C126J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN EDUCACION DE PARVULOS	Vespertino	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Educación	No Acreditada
I101S1C128J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION MENCION GESTION TURISTICA	Diurno	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Administración y Comercio	No Acreditada
I101S1C128J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION MENCION GESTION TURISTICA	Vespertino	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Administración y Comercio	No Acreditada
I101S1C138J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN COMERCIO INTERNACIONAL	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	4	Administración y Comercio	No Acreditada
I101S1C138J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN COMERCIO INTERNACIONAL	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	4	Administración y Comercio	No Acreditada
I101S1C13J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	SERVICIO SOCIAL	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Ciencias Sociales	No Acreditada
I101S1C13J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	SERVICIO SOCIAL	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Ciencias Sociales	No Acreditada
I101S1C16J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN ADMINISTRACION PUBLICA	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Ciencias Sociales	No Acreditada
I101S1C16J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN ADMINISTRACION PUBLICA	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Ciencias Sociales	No Acreditada
I101S1C1J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	EDUCACION PARVULARIA	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Educación	No Acreditada
I101S1C1J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	EDUCACION PARVULARIA	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Educación	No Acreditada
I101S1C29J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION TECNOLOGIA DE LA INFORMATICA	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	5	Administración y Comercio	No Acreditada
I101S1C29J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION TECNOLOGIA DE LA INFORMATICA	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	5	Administración y Comercio	No Acreditada
I101S1C2J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	EDUCACION GENERAL BASICA	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Educación	No Acreditada
I101S1C2J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	EDUCACION GENERAL BASICA	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Educación	No Acreditada
I101S1C33J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN ADMINISTRACION	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Administración y Comercio	No Acreditada
I101S1C33J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN ADMINISTRACION	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Administración y Comercio	No Acreditada
I101S1C38J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS	Diurno	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Tecnología	No Acreditada
I101S1C38J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS	Vespertino	0	0	0	0	0	0	30	30	 126.000 	 1.030.000 	5	Tecnología	No Acreditada
I101S1C39J1V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Diurno	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Tecnología	No Acreditada
I101S1C39J2V1	INSTITUTO PROFESIONAL	IP LIBERTADOR DE LOS ANDES	CASA CENTRAL (LOS ANDES)	V REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	0	0	0	0	0	0	30	30	 158.000 	 1.480.000 	8	Tecnología	No Acreditada
