CODIGO_UNICO	TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	NOTAS_EM	PRUEBA_LENGUAJE	PRUEBA_MATEMATICAS	PRUEBA_HISTORIA	PRUEBA_CIENCIAS	OTROS	VACANTES_PRIMER_SEMESTRE	VACANTES_SEGUNDO_SEMESTRE	VALOR_MATRICULA	VALOR_ARANCEL	DURACION_SEMESTRES	AREA	ACREDITACION_CARRERA
I152S1C9J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	AUDITORIA	Vespertino	0	0	0	0	0	0	15	15	 -   	 679.800 	8	Administraci—n y Comercio	No Acreditada
I152S2C100J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	ADMINISTRACION PUBLICA, MENCION GESTION Y DESARROLLO REGIONAL Y LOCAL	Diurno	0	0	0	0	0	0	20	20	 -   	 828.000 	8	Ciencias Sociales	No Acreditada
I152S2C100J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	ADMINISTRACION PUBLICA, MENCION GESTION Y DESARROLLO REGIONAL Y LOCAL	Vespertino	0	0	0	0	0	0	20	20	 -   	 828.000 	8	Ciencias Sociales	No Acreditada
I152S2C15J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	Diurno	0	0	0	0	0	0	20	20	 -   	 745.800 	5	Administraci—n y Comercio	No Acreditada
I152S2C15J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	Vespertino	0	0	0	0	0	0	20	20	 -   	 745.800 	5	Administraci—n y Comercio	No Acreditada
I152S2C1J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	INGENIERIA EN COMERCIO EXTERIOR	Diurno	0	0	0	0	0	0	20	20	 -   	 828.000 	8	Administraci—n y Comercio	No Acreditada
I152S2C1J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	INGENIERIA EN COMERCIO EXTERIOR	Vespertino	0	0	0	0	0	0	20	20	 -   	 828.000 	8	Administraci—n y Comercio	No Acreditada
I152S2C21J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	PSICOPEDAGOGIA	Diurno	0	0	0	0	0	0	20	20	 -   	 858.000 	8	Ciencias Sociales	No Acreditada
I152S2C21J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	PSICOPEDAGOGIA	Vespertino	0	0	0	0	0	0	20	20	 -   	 858.000 	8	Ciencias Sociales	No Acreditada
I152S2C23J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	TECNICO JURIDICO	Diurno	0	0	0	0	0	0	20	20	 -   	 745.800 	5	Derecho	No Acreditada
I152S2C23J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	TECNICO JURIDICO	Vespertino	0	0	0	0	0	0	20	20	 -   	 745.800 	5	Derecho	No Acreditada
I152S2C24J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	EDUCADOR ASISTENTE EN EDUCACION ESPECIAL Y DIFERENCIAL	Diurno	0	0	0	0	0	0	20	20	 -   	 745.800 	5	Educaci—n	No Acreditada
I152S2C24J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	EDUCADOR ASISTENTE EN EDUCACION ESPECIAL Y DIFERENCIAL	Vespertino	0	0	0	0	0	0	20	20	 -   	 745.800 	5	Educaci—n	No Acreditada
I152S2C50J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	TECNICO EN PREVENCION DE RIESGOS	Diurno	0	0	0	0	0	0	20	20	 -   	 789.800 	5	Tecnolog’a	No Acreditada
I152S2C50J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	TECNICO EN PREVENCION DE RIESGOS	Vespertino	0	0	0	0	0	0	20	20	 -   	 789.800 	5	Tecnolog’a	No Acreditada
I152S2C51J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	TECNICO EN SISTEMAS INFORMATICOS	Diurno	0	0	0	0	0	0	30	30	 -   	 742.720 	5	Tecnolog’a	No Acreditada
I152S2C51J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	TECNICO EN SISTEMAS INFORMATICOS	Vespertino	0	0	0	0	0	0	30	30	 -   	 742.720 	5	Tecnolog’a	No Acreditada
I152S2C6J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	COMERCIO EXTERIOR	Diurno	0	0	0	0	0	0	20	20	 -   	 745.800 	6	Administraci—n y Comercio	No Acreditada
I152S2C6J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE VALPARAISO	V REGIîN	COMERCIO EXTERIOR	Vespertino	0	0	0	0	0	0	20	20	 -   	 745.800 	6	Administraci—n y Comercio	No Acreditada
I152S8C0J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	EDUCADOR ASISTENTE EN EDUCACION DE PARVULOS	A Distancia	0	0	0	0	0	0	100	100	 55.000 	 835.120 	5	Educaci—n	No Acreditada
I152S8C100J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	ADMINISTRACION PUBLICA, MENCION GESTION Y DESARROLLO REGIONAL Y LOCAL	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 776.470 	8	Ciencias Sociales	No Acreditada
I152S8C101J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	INGENIERIA EN GESTION DE CENTROS EDUCATIVOS	A Distancia	0	0	0	0	0	0	0	0	 62.000 	 911.500 	7	Administraci—n y Comercio	No Acreditada
I152S8C101J4V2	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	INGENIERIA EN GESTION DE CENTROS EDUCATIVOS	A Distancia	0	0	0	0	0	0	0	0	 62.000 	 911.500 	6	Administraci—n y Comercio	No Acreditada
I152S8C101J4V3	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	INGENIERIA EN GESTION DE CENTROS EDUCATIVOS	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 911.500 	8	Administraci—n y Comercio	No Acreditada
I152S8C102J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	PEDAGOGIA EN EDUCACION MEDIA TECNICO PROFESIONAL	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 748.235 	7	Educaci—n	No Acreditada
I152S8C102J4V2	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	PEDAGOGIA EN EDUCACION MEDIA TECNICO PROFESIONAL	A Distancia	0	0	0	0	0	0	0	0	 62.000 	 748.235 	6	Educaci—n	No Acreditada
I152S8C104J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	ADMINISTRACION COMERCIAL, MENCION VENTAS	A Distancia	0	0	0	0	0	0	0	0	 55.000 	 824.000 	5	Administraci—n y Comercio	No Acreditada
I152S8C105J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	ADMINISTRACION DE EMPRESAS	A Distancia	0	0	0	0	0	0	0	0	 55.000 	 710.000 	5	Administraci—n y Comercio	No Acreditada
I152S8C106J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	ASISTENTE DE EDUCACION	A Distancia	0	0	0	0	0	0	0	0	 55.000 	 717.400 	5	Educaci—n	No Acreditada
I152S8C107J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	INGENIERIA EN ADMINISTRACION DE EMPRESAS	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 891.000 	8	Administraci—n y Comercio	No Acreditada
I152S8C108J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	PARADOCENTE DE NIVEL SUPERIOR	A Distancia	0	0	0	0	0	0	0	0	 55.000 	 748.500 	5	Educaci—n	No Acreditada
I152S8C109J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	TECNICO EN PREVENCION Y REHABILITACION PSICOSOCIAL, MENCION DROGADICCION	A Distancia	0	0	0	0	0	0	0	0	 55.000 	 881.000 	5	Ciencias Sociales	No Acreditada
I152S8C15J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	A Distancia	0	0	0	0	0	0	100	100	 55.000 	 813.780 	5	Administraci—n y Comercio	No Acreditada
I152S8C16J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	CONTABILIDAD MENCION AUDITORIA	A Distancia	0	0	0	0	0	0	100	100	 55.000 	 748.235 	5	Administraci—n y Comercio	No Acreditada
I152S8C1J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	INGENIERIA EN COMERCIO EXTERIOR	A Distancia	0	0	0	0	0	0	0	0	 62.000 	 958.000 	8	Administraci—n y Comercio	No Acreditada
I152S8C21J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	PSICOPEDAGOGIA	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 962.000 	8	Ciencias Sociales	No Acreditada
I152S8C21J4V2	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	PSICOPEDAGOGIA	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 962.000 	6	Ciencias Sociales	No Acreditada
I152S8C23J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	TECNICO JURIDICO	A Distancia	0	0	0	0	0	0	100	100	 55.000 	 748.235 	5	Derecho	No Acreditada
I152S8C24J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	EDUCADOR ASISTENTE EN EDUCACION ESPECIAL Y DIFERENCIAL	A Distancia	0	0	0	0	0	0	100	100	 55.000 	 748.235 	5	Educaci—n	No Acreditada
I152S8C41J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	TRABAJO SOCIAL	A Distancia	0	0	0	0	0	0	100	100	 62.000 	 776.470 	8	Ciencias Sociales	No Acreditada
I152S8C6J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	COMERCIO EXTERIOR	A Distancia	0	0	0	0	0	0	0	0	 55.000 	 848.000 	6	Administraci—n y Comercio	No Acreditada
I152S8C6J4V2	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	COMERCIO EXTERIOR	A Distancia	0	0	0	0	0	0	0	0	 50.000 	 848.000 	5	Administraci—n y Comercio	No Acreditada
I152S8C9J4V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE TALCA	VII REGIîN	AUDITORIA	A Distancia	0	0	0	0	0	0	100	100	 55.000 	 748.235 	8	Administraci—n y Comercio	No Acreditada
I152S9C0J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	EDUCADOR ASISTENTE EN EDUCACION DE PARVULOS	Diurno	0	0	0	0	0	0	20	20	 -   	 879.120 	5	Educaci—n	No Acreditada
I152S9C0J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	EDUCADOR ASISTENTE EN EDUCACION DE PARVULOS	Vespertino	0	0	0	0	0	0	20	20	 -   	 879.120 	5	Educaci—n	No Acreditada
I152S9C144J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	INGENIERIA EN PREVENCION DE RIESGOS	Diurno	0	0	0	0	0	0	50	50	 -   	 962.280 	8	Tecnolog’a	No Acreditada
I152S9C144J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	0	0	0	0	0	0	50	50	 -   	 962.280 	8	Tecnolog’a	No Acreditada
I152S9C15J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	Diurno	0	0	0	0	0	0	20	20	 -   	 861.300 	5	Administraci—n y Comercio	No Acreditada
I152S9C15J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	Vespertino	0	0	0	0	0	0	20	20	 -   	 861.300 	5	Administraci—n y Comercio	No Acreditada
I152S9C21J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	PSICOPEDAGOGIA	Diurno	0	0	0	0	0	0	25	25	 -   	 1.033.560 	8	Ciencias Sociales	No Acreditada
I152S9C21J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	PSICOPEDAGOGIA	Vespertino	0	0	0	0	0	0	25	25	 -   	 1.033.560 	8	Ciencias Sociales	No Acreditada
I152S9C23J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	TECNICO JURIDICO	Diurno	0	0	0	0	0	0	20	20	 -   	 861.300 	5	Derecho	No Acreditada
I152S9C23J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	TECNICO JURIDICO	Vespertino	0	0	0	0	0	0	20	20	 -   	 861.300 	5	Derecho	No Acreditada
I152S9C24J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	EDUCADOR ASISTENTE EN EDUCACION ESPECIAL Y DIFERENCIAL	Diurno	0	0	0	0	0	0	20	20	 -   	 861.300 	5	Educaci—n	No Acreditada
I152S9C24J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	EDUCADOR ASISTENTE EN EDUCACION ESPECIAL Y DIFERENCIAL	Vespertino	0	0	0	0	0	0	20	20	 -   	 861.300 	5	Educaci—n	No Acreditada
I152S9C41J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	TRABAJO SOCIAL	Diurno	0	0	0	0	0	0	25	25	 -   	 1.033.560 	8	Ciencias Sociales	No Acreditada
I152S9C41J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	TRABAJO SOCIAL	Vespertino	0	0	0	0	0	0	25	25	 -   	 1.033.560 	8	Ciencias Sociales	No Acreditada
I152S9C50J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	TECNICO EN PREVENCION DE RIESGOS	Diurno	0	0	0	0	0	0	40	40	 -   	 962.280 	5	Tecnolog’a	No Acreditada
I152S9C50J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	TECNICO EN PREVENCION DE RIESGOS	Vespertino	0	0	0	0	0	0	40	40	 -   	 962.280 	5	Tecnolog’a	No Acreditada
I152S9C5J1V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	INGENIERIA EN ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	Diurno	0	0	0	0	0	0	20	20	 -   	 861.300 	8	Administraci—n y Comercio	No Acreditada
I152S9C5J2V1	INSTITUTO PROFESIONAL	IP LATINOAMERICANO DE COMERCIO EXTERIOR	SEDE COPIAPO	III REGIîN	INGENIERIA EN ADMINISTRACION DE EMPRESAS, MENCION FINANZAS	Vespertino	0	0	0	0	0	0	20	20	 -   	 861.300 	8	Administraci—n y Comercio	No Acreditada
I155S2C10J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	FOTOGRAFIA PERIODISTICA Y PUBLICITARIA PROFESIONAL	Diurno	0	0	0	0	0	100	162	0	 61.000 	 996.000 	8	Arte y Arquitectura	No Acreditada
I155S2C10J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	FOTOGRAFIA PERIODISTICA Y PUBLICITARIA PROFESIONAL	Vespertino	0	0	0	0	0	100	127	0	 61.000 	 1.008.000 	8	Arte y Arquitectura	No Acreditada
I155S2C11J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	INGENIERIA EN ADMINISTRACION DE NEGOCIOS Y VENTAS	Diurno	0	0	0	0	0	100	165	30	 63.000 	 936.000 	8	Administraci—n y Comercio	No Acreditada
I155S2C11J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	INGENIERIA EN ADMINISTRACION DE NEGOCIOS Y VENTAS	Vespertino	0	0	0	0	0	100	302	0	 63.000 	 960.000 	8	Administraci—n y Comercio	No Acreditada
I155S2C12J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	CONTADOR AUDITOR	Diurno	0	0	0	0	0	100	205	35	 63.000 	 972.000 	8	Administraci—n y Comercio	No Acreditada
I155S2C12J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	CONTADOR AUDITOR	Vespertino	0	0	0	0	0	100	462	0	 63.000 	 996.000 	8	Administraci—n y Comercio	No Acreditada
I155S2C14J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	TEATRO	Diurno	0	0	0	0	0	100	135	0	 64.000 	 1.164.000 	8	Arte y Arquitectura	No Acreditada
I155S2C14J1V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	TEATRO	Diurno	0	0	0	0	0	100	135	0	 64.000 	 1.164.000 	5	Arte y Arquitectura	No Acreditada
I155S2C14J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	TEATRO	Vespertino	0	0	0	0	0	100	63	0	 64.000 	 1.188.000 	8	Arte y Arquitectura	No Acreditada
I155S2C14J2V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	TEATRO	Vespertino	0	0	0	0	0	100	63	0	 64.000 	 1.188.000 	5	Arte y Arquitectura	No Acreditada
I155S2C21J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	FOTOGRAFIA PERIODISTICA Y PUBLICITARIA	Diurno	0	0	0	0	0	100	162	0	 61.000 	 996.000 	5	Arte y Arquitectura	No Acreditada
I155S2C21J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	FOTOGRAFIA PERIODISTICA Y PUBLICITARIA	Vespertino	0	0	0	0	0	100	127	0	 61.000 	 1.008.000 	5	Arte y Arquitectura	No Acreditada
I155S2C22J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	ADMINISTRACION DE NEGOCIOS Y VENTAS	Diurno	0	0	0	0	0	100	165	30	 63.000 	 936.000 	5	Administraci—n y Comercio	No Acreditada
I155S2C22J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	ADMINISTRACION DE NEGOCIOS Y VENTAS	Vespertino	0	0	0	0	0	100	302	0	 63.000 	 960.000 	5	Administraci—n y Comercio	No Acreditada
I155S2C23J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	CONTABILIDAD GENERAL	Diurno	0	0	0	0	0	100	205	35	 63.000 	 972.000 	5	Administraci—n y Comercio	No Acreditada
I155S2C23J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	CONTABILIDAD GENERAL	Vespertino	0	0	0	0	0	100	462	0	 63.000 	 996.000 	5	Administraci—n y Comercio	No Acreditada
I155S2C2J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	RELACIONES PUBLICAS	Diurno	0	0	0	0	0	100	116	0	 63.000 	 972.000 	8	Ciencias Sociales	No Acreditada
I155S2C2J1V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	RELACIONES PUBLICAS	Diurno	0	0	0	0	0	100	116	0	 63.000 	 972.000 	5	Ciencias Sociales	No Acreditada
I155S2C2J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	RELACIONES PUBLICAS	Vespertino	0	0	0	0	0	100	106	0	 63.000 	 996.000 	8	Ciencias Sociales	No Acreditada
I155S2C2J2V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	RELACIONES PUBLICAS	Vespertino	0	0	0	0	0	100	106	0	 63.000 	 996.000 	5	Ciencias Sociales	No Acreditada
I155S2C36J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	INGENIERIA EN GESTION PUBLICA	Diurno	0	0	0	0	0	100	20	0	 70.000 	 840.000 	4	Ciencias Sociales	No Acreditada
I155S2C36J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	INGENIERIA EN GESTION PUBLICA	Vespertino	0	0	0	0	0	100	20	0	 70.000 	 840.000 	4	Ciencias Sociales	No Acreditada
I155S2C3J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	EDUCACION PARVULARIA	Diurno	0	0	0	0	0	100	659	52	 55.000 	 888.000 	8	Educaci—n	Acreditada
I155S2C3J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	EDUCACION PARVULARIA	Vespertino	0	0	0	0	0	100	475	0	 55.000 	 912.000 	8	Educaci—n	Acreditada
I155S2C4J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	PUBLICIDAD	Diurno	0	0	0	0	0	100	111	0	 61.000 	 960.000 	8	Ciencias Sociales	No Acreditada
I155S2C4J1V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	PUBLICIDAD	Diurno	0	0	0	0	0	100	111	0	 61.000 	 960.000 	5	Ciencias Sociales	No Acreditada
I155S2C4J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	PUBLICIDAD	Vespertino	0	0	0	0	0	100	79	0	 61.000 	 984.000 	8	Ciencias Sociales	No Acreditada
I155S2C4J2V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	PUBLICIDAD	Vespertino	0	0	0	0	0	100	79	0	 61.000 	 984.000 	5	Ciencias Sociales	No Acreditada
I155S2C5J1V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	COMUNICACION SOCIAL EN MARKETING	Diurno	0	0	0	0	0	100	35	0	 57.000 	 900.000 	8	Ciencias Sociales	No Acreditada
I155S2C5J1V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	COMUNICACION SOCIAL EN MARKETING	Diurno	0	0	0	0	0	100	35	0	 57.000 	 900.000 	5	Ciencias Sociales	No Acreditada
I155S2C5J2V1	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	COMUNICACION SOCIAL EN MARKETING	Vespertino	0	0	0	0	0	100	45	0	 57.000 	 924.000 	8	Ciencias Sociales	No Acreditada
I155S2C5J2V2	INSTITUTO PROFESIONAL	IP LOS LEONES	CASA CENTRAL (SANTIAGO)	REGIîN METROPOLITANA	COMUNICACION SOCIAL EN MARKETING	Vespertino	0	0	0	0	0	100	45	0	 57.000 	 924.000 	5	Ciencias Sociales	No Acreditada
