TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	ACREDITACION_CARRERA	TOTAL_MATRICULADOS	TOTAL_MATRICULADOS_PRIMER_AÑO
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TRABAJO SOCIAL	Vespertino	No Acreditada	87	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	ASISTENTE DE PARVULO	Diurno	No Acreditada	38	21
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO JURIDICO	Vespertino	No Acreditada	46	17
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ENFERMERIA MENCION EN GINECOOBSTETRICIA	Diurno	No Acreditada	127	48
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	Diurno	No Acreditada	30	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Diurno	No Acreditada	120	49
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Vespertino	No Acreditada	78	29
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ENFERMERIA MENCION EN PEDIATRIA	Diurno	No Acreditada	160	76
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ENFERMERIA MENCION GERIATRIA	Diurno	No Acreditada	9	2
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	INGENIERIA DE EJECUCION EN INFORMATICA	Diurno	No Acreditada	10	
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	INGENIERIA DE EJECUCION EN INFORMATICA	Vespertino	No Acreditada	7	
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Diurno	No Acreditada	84	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	No Acreditada	158	42
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION FINANZAS	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	66	40
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION MARKETING	Diurno	No Acreditada	37	19
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION MARKETING	Vespertino	No Acreditada	64	40
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Diurno	No Acreditada	66	36
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Vespertino	No Acreditada	118	80
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN TRABAJO SOCIAL	Diurno	No Acreditada	63	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN TRABAJO SOCIAL	Vespertino	No Acreditada	71	40
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ODONTOLOGIA	Diurno	No Acreditada	69	39
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	TECNICO EN ODONTOLOGIA	Vespertino	No Acreditada	14	13
INSTITUTO PROFESIONAL	IP AIEP	SEDE LA SERENA	IV REGIÓN	CONTABILIDAD GENERAL	Vespertino	No Acreditada	51	24
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	166	79
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Diurno	No Acreditada	35	21
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	69	35
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING	Diurno	No Acreditada	29	12
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING	Vespertino	No Acreditada	61	34
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Diurno	No Acreditada	22	13
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Vespertino	No Acreditada	66	34
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Diurno	No Acreditada	50	24
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Vespertino	No Acreditada	57	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	25	25
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN CONSTRUCCION	Vespertino	No Acreditada	28	26
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	PREVENCION DE RIESGOS	Diurno	No Acreditada	138	78
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	PREVENCION DE RIESGOS	Vespertino	No Acreditada	119	74
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TRABAJO SOCIAL	Vespertino	No Acreditada	49	31
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	ASISTENTE DE PARVULO	Diurno	No Acreditada	59	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ENFERMERIA MENCION GINECOBSTETRICA	Diurno	No Acreditada	63	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ENFERMERIA MENCION PEDIATRIA	Diurno	No Acreditada	63	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO ASISTENTE EN EDUCACION ESPECIAL	Diurno	No Acreditada	25	25
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Diurno	No Acreditada	74	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Vespertino	No Acreditada	50	24
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ENFERMERIA MENCION GERIATRIA	Diurno	No Acreditada	52	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN TRABAJO SOCIAL	Diurno	No Acreditada	67	35
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN TRABAJO SOCIAL	Vespertino	No Acreditada	58	35
INSTITUTO PROFESIONAL	IP AIEP	SEDE TEMUCO	IX REGIÓN	TECNICO EN ODONTOLOGIA	Diurno	No Acreditada	36	36
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	69	41
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Diurno	No Acreditada	44	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	65	41
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Diurno	No Acreditada	39	25
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Vespertino	No Acreditada	63	33
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Diurno	No Acreditada	44	28
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Vespertino	No Acreditada	34	28
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN CONSTRUCCION	Diurno	No Acreditada	28	28
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN CONSTRUCCION	Vespertino	No Acreditada	29	29
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	PREVENCION DE RIESGOS	Diurno	No Acreditada	113	69
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	PREVENCION DE RIESGOS	Vespertino	No Acreditada	60	39
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	ASISTENTE DE PARVULO	Diurno	No Acreditada	46	28
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ENFERMERIA MENCION EN GINECOOBSTETRICIA	Diurno	No Acreditada	87	51
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Diurno	No Acreditada	95	57
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Vespertino	No Acreditada	63	39
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ENFERMERIA MENCION EN PEDIATRIA	Diurno	No Acreditada	84	54
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN ENFERMERIA MENCION GERIATRIA	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	No Acreditada	53	38
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN TRABAJO SOCIAL	Diurno	No Acreditada	65	38
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	TECNICO EN TRABAJO SOCIAL	Vespertino	No Acreditada	62	43
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN FELIPE	V REGIÓN	CONTABILIDAD GENERAL	Vespertino	No Acreditada	46	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	31	31
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Diurno	No Acreditada	16	16
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	33	33
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Diurno	No Acreditada	16	16
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Vespertino	No Acreditada	30	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Diurno	No Acreditada	16	16
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Vespertino	No Acreditada	21	21
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	PREVENCION DE RIESGOS	Diurno	No Acreditada	31	31
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	PREVENCION DE RIESGOS	Vespertino	No Acreditada	60	60
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	ASISTENTE DE PARVULO	Diurno	No Acreditada	26	26
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ENFERMERIA MENCION PEDIATRIA	Diurno	No Acreditada	27	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ENFERMERIA MENCION GINECOBSTETRICIA	Diurno	No Acreditada	27	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ENFERMERIA MENCION URGENCIA	Diurno	No Acreditada	29	29
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN ENFERMERIA MENCION URGENCIA	Vespertino	No Acreditada	27	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN TRABAJO SOCIAL	Diurno	No Acreditada	22	22
INSTITUTO PROFESIONAL	IP AIEP	SEDE TALCA	VII REGIÓN	TECNICO EN TRABAJO SOCIAL	Vespertino	No Acreditada	35	35
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	PSICOPEDAGOGIA	Diurno	No Acreditada	31	31
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	INGENIERIA DE EJECUCION EN GESTION DEPORTIVA	Diurno	No Acreditada	22	22
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	INGENIERIA DE EJECUCION EN GESTION DEPORTIVA	Vespertino	No Acreditada	27	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	42	42
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION MARKETING	Vespertino	No Acreditada	32	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Diurno	No Acreditada	32	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS	Vespertino	No Acreditada	55	55
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS	Diurno	No Acreditada	45	45
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS	Vespertino	No Acreditada	75	75
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO DEPORTIVO	Diurno	No Acreditada	25	25
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO DEPORTIVO	Vespertino	No Acreditada	44	44
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	GASTRONOMIA INTERNACIONAL	Diurno	No Acreditada	78	78
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	GASTRONOMIA INTERNACIONAL	Vespertino	No Acreditada	42	42
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN ENFERMERIA MENCION URGENCIA	Diurno	No Acreditada	52	52
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN HOTELERIA INTERNACIONAL Y RESORTS	Diurno	No Acreditada	37	37
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN HOTELERIA INTERNACIONAL Y RESORTS	Vespertino	No Acreditada	19	19
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN TURISMO	Diurno	No Acreditada	24	24
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	INGENIERIA EN PREVENCION DE RIESGOS	Diurno	No Acreditada	17	17
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	No Acreditada	18	18
INSTITUTO PROFESIONAL	IP AIEP	SEDE SAN JOAQUIN	REGIÓN METROPOLITANA	TECNICO EN TRABAJO SOCIAL	Diurno	No Acreditada	36	36
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	64	33
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO HOTELERIA Y TURISMO CON MENCION EN TURISMO	Diurno	No Acreditada	13	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Diurno	No Acreditada	15	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PROGRAMACION Y ANALISIS DE SISTEMAS	Vespertino	No Acreditada	45	19
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	DISEÑO GRAFICO	Diurno	No Acreditada	58	23
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA DE EJECUCION EN INFORMATICA MENCION DESARROLLO DE SISTEMAS	Vespertino	No Acreditada	11	2
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	210	63
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	DIBUJO DE ARQUITECTURA Y OBRAS CIVILES	Vespertino	No Acreditada	4	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	DIBUJO DE ARQUITECTURA Y OBRAS CIVILES	Vespertino	No Acreditada	54	29
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TOPOGRAFIA	Vespertino	No Acreditada	62	26
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN CONSTRUCCION	Diurno	No Acreditada	21	1
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN CONSTRUCCION	Vespertino	No Acreditada	94	56
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PREVENCION DE RIESGOS	Diurno	No Acreditada	109	54
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PREVENCION DE RIESGOS	Vespertino	No Acreditada	271	151
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TRABAJO SOCIAL	Diurno	No Acreditada	63	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	ASISTENTE DE PARVULO	Diurno	No Acreditada	77	24
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO JURIDICO	Diurno	No Acreditada	24	2
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO JURIDICO	Vespertino	No Acreditada	48	23
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN TRABAJO SOCIAL	Diurno	No Acreditada	28	3
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN GINECOOBSTETRICIA	Diurno	No Acreditada	82	38
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	COMUNICACION Y RELACIONES PUBLICAS	Diurno	No Acreditada	50	15
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN SONIDO	Diurno	No Acreditada	61	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA DE EJECUCION EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Diurno	No Acreditada	3	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA DE EJECUCION EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Vespertino	No Acreditada	149	44
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN SONIDO	Diurno	No Acreditada	23	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Diurno	No Acreditada	58	20
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Vespertino	No Acreditada	115	50
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN PEDIATRIA	Diurno	No Acreditada	53	21
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	AUDITORIA	Vespertino	No Acreditada	86	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA DE EJECUCION EN GESTION DE EMPRESAS MENCION EN MARKETING	Vespertino	No Acreditada	60	26
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Diurno	No Acreditada	118	42
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	No Acreditada	360	115
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	64	36
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION MARKETING	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION MARKETING	Vespertino	No Acreditada	57	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Diurno	No Acreditada	60	27
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Vespertino	No Acreditada	162	83
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	INGENIERIA DE EJECUCION EN GESTION DE EMPRESAS MENCION FINANZAS	Vespertino	No Acreditada	103	28
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	TECNICO EN ODONTOLOGIA	Diurno	No Acreditada	41	13
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PROGRAMACION COMPUTACIONAL	Diurno	No Acreditada	6	
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	PROGRAMACION COMPUTACIONAL	Vespertino	No Acreditada	19	14
INSTITUTO PROFESIONAL	IP AIEP	SEDE ANTOFAGASTA	II REGIÓN	CONTABILIDAD GENERAL	Vespertino	No Acreditada	63	29
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	93	56
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TOPOGRAFIA	Vespertino	No Acreditada	56	36
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	PREVENCION DE RIESGOS	Diurno	No Acreditada	76	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	PREVENCION DE RIESGOS	Vespertino	No Acreditada	122	70
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	ASISTENTE DE PARVULO	Diurno	No Acreditada	60	19
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO JURIDICO	Diurno	No Acreditada	27	
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO JURIDICO	Vespertino	No Acreditada	21	21
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO DENTAL	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN GINECOOBSTETRICIA	Diurno	No Acreditada	72	35
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	INGENIERIA DE EJECUCION EN GESTION DE EMPRESAS MENCION EN RECURSOS HUMANOS	Vespertino	No Acreditada	84	35
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Diurno	No Acreditada	63	32
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN URGENCIA	Vespertino	No Acreditada	68	30
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	TECNICO EN ENFERMERIA MENCION EN PEDIATRIA	Diurno	No Acreditada	72	33
INSTITUTO PROFESIONAL	IP AIEP	SEDE CALAMA	II REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS	Vespertino	No Acreditada	95	37
